City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
197,Constitucion,CL,-35.3333,-72.4167,52.39,94,100,6.96,overcast clouds
198,Natal,BR,-5.795,-35.2094,77.22,88,0,6.91,clear sky
199,Saint George,US,37.1041,-113.5841,106.63,15,0,12.66,clear sky
200,Kodiak,US,57.79,-152.4072,53.11,76,75,8.05,broken clouds
201,Mamakan,RU,57.8161,114.0028,79.18,68,100,2.89,overcast clouds
202,Laela,TZ,-8.5667,32.05,52.11,78,1,2.17,clear sky
203,Auki,SB,-8.7676,160.7034,85.64,62,2,4.79,clear sky
204,Clyde River,CA,70.4692,-68.5914,52.03,71,75,10.36,broken clouds
205,Saint-Augustin,CA,51.226,-58.6502,57.61,98,100,6.4,overcast clouds
206,Santa Maria,BR,-29.6842,-53.8069,63.7,100,100,2.3,moderate rain
207,Lander,US,42.833,-108.7307,89.17,18,0,17.27,clear sky
208,Nanortalik,GL,60.1432,-45.2371,45.55,85,53,1.66,broken clouds
209,Arman,RU,59.7,150.1667,77.02,70,67,6.46,broken clouds
210,Kualakapuas,ID,-3.0091,114.3876,84.94,66,26,3.58,scattered clouds
211,Vila Velha,BR,-20.3297,-40.2925,71.55,91,40,5.75,scattered clouds
212,Alofi,NU,-19.0595,-169.9187,80.49,69,21,10.36,few clouds
213,Murgab,TM,37.4966,61.9714,89.47,29,0,11.5,haze
214,Aklavik,CA,68.2191,-135.0107,61.11,73,100,14.5,light rain
215,Basco,PH,20.4487,121.9702,85.23,73,68,6.49,broken clouds
216,Katete,UG,-0.7818,29.7544,63.84,55,45,3.06,scattered clouds
217,Lazaro Cardenas,MX,17.9583,-102.2,80.92,78,100,1.57,overcast clouds
218,Norman Wells,CA,65.282,-126.8329,80.64,36,75,9.22,broken clouds
219,Carutapera,BR,-1.195,-46.02,75.45,93,88,5.64,overcast clouds
220,Itarema,BR,-2.9248,-39.9167,79.12,80,26,17.13,scattered clouds
221,Oranjemund,NA,-28.55,16.4333,52.84,92,87,6.49,overcast clouds
222,Matara,LK,5.9485,80.5353,78.85,87,72,13.35,broken clouds
223,Letlhakane,BW,-21.4167,25.5833,55.0,64,35,7.94,scattered clouds
224,Cidreira,BR,-30.1811,-50.2056,63.12,94,99,2.08,light rain
225,Viedma,AR,-40.8135,-62.9967,44.98,73,100,8.28,overcast clouds
226,Lata,PT,40.1629,-8.3327,63.07,90,0,1.39,clear sky
227,Dulyapino,RU,57.2578,40.8147,63.72,77,98,5.55,overcast clouds
228,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.0,45,68,3.91,broken clouds
229,Launceston,AU,-41.45,147.1667,56.84,72,40,12.66,light rain
230,Sergeyevka,KZ,53.88,67.4158,62.29,80,3,9.19,clear sky
231,Qaqortoq,GL,60.7167,-46.0333,45.05,85,28,6.44,scattered clouds
232,Isangel,VU,-19.55,169.2667,80.71,83,100,8.05,light rain
233,Suntar,RU,62.1444,117.6319,73.24,61,84,4.34,broken clouds
234,Harindanga,IN,22.0383,88.3214,84.7,75,100,10.56,overcast clouds
235,Khatanga,RU,71.9667,102.5,40.66,90,100,13.0,light rain
236,Novi Pazar,RS,43.1367,20.5122,64.65,58,0,2.59,clear sky
237,Turukhansk,RU,65.8167,87.9833,71.04,57,6,18.72,clear sky
238,Vestmannaeyjar,IS,63.4427,-20.2734,51.3,92,100,0.2,overcast clouds
239,Port Lincoln,AU,-34.7333,135.8667,59.92,71,3,5.7,clear sky
240,Hambantota,LK,6.1241,81.1185,79.14,94,20,11.5,few clouds
241,Coos Bay,US,43.3665,-124.2179,65.98,86,0,18.41,clear sky
242,Port Elizabeth,ZA,-33.918,25.5701,58.32,89,0,11.01,clear sky
243,Gigmoto,PH,13.7796,124.39,84.36,74,100,2.33,overcast clouds
244,Kasangulu,CD,-4.5911,15.1708,68.94,82,11,3.09,few clouds
245,Baykalsk,RU,51.5058,104.1469,52.57,94,100,1.68,overcast clouds
246,Meulaboh,ID,4.1363,96.1285,80.53,79,97,4.52,overcast clouds
247,Mumford,GH,5.2618,-0.759,73.78,87,21,8.43,few clouds
248,Belyy Yar,RU,53.6039,91.3903,64.85,72,0,13.42,clear sky
249,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,87,100,12.66,overcast clouds
250,Haines Junction,CA,60.7522,-137.5108,58.95,44,99,8.05,overcast clouds
251,Svetlogorsk,BY,52.6333,29.7333,57.67,86,0,2.53,clear sky
252,Mar Del Plata,AR,-38.0023,-57.5575,48.87,89,81,7.0,mist
253,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.28,88,0,12.57,clear sky
254,Grafton,US,42.207,-71.6856,81.91,66,0,8.05,clear sky
255,Bindki,IN,26.0333,80.6,84.36,77,100,13.76,overcast clouds
256,Thinadhoo,MV,0.5333,72.9333,80.92,75,100,8.14,overcast clouds
257,San Patricio,US,28.017,-97.5169,87.69,73,5,14.29,clear sky
258,Batouri,CM,4.4333,14.3667,65.68,99,95,1.72,overcast clouds
259,Krasnyy Chikoy,RU,50.3643,108.7512,66.36,73,13,4.79,few clouds
260,Mukhen,RU,48.1,136.1,70.27,77,99,0.96,overcast clouds
261,Namatanai,PG,-3.6667,152.4333,85.03,64,2,6.64,clear sky
262,Chernyshevskiy,RU,63.0128,112.4714,73.78,50,36,6.69,scattered clouds
263,Nuuk,GL,64.1835,-51.7216,45.88,100,5,6.91,mist
264,Thabazimbi,ZA,-24.5917,27.4116,57.85,63,52,2.73,broken clouds
265,Damaturu,NG,11.747,11.9608,74.95,80,100,6.67,overcast clouds
266,Faya,SA,18.3851,42.4509,66.31,58,97,4.79,overcast clouds
267,Rio Grande,BR,-32.035,-52.0986,58.95,98,100,2.86,overcast clouds
268,Leningradskiy,RU,69.3833,178.4167,38.91,79,67,7.38,broken clouds
269,Jardim,BR,-21.4803,-56.1381,70.12,45,93,1.81,overcast clouds
270,Ust-Nera,RU,64.5667,143.2,67.26,81,100,4.83,light rain
271,Am Timan,TD,11.0297,20.2827,71.69,93,77,5.23,broken clouds
272,Nova Borova,UA,50.693,28.6345,57.87,83,0,0.43,clear sky
273,San Quintin,MX,30.4833,-115.95,67.73,79,9,10.94,clear sky
274,Poum,NC,-20.2333,164.0167,75.6,88,69,17.07,broken clouds
275,Mukdahan,TH,16.5833,104.5,82.15,80,100,1.03,overcast clouds
276,Nelson Bay,AU,-32.7167,152.15,66.09,65,1,3.0,clear sky
277,Bara,NG,10.3744,10.7288,72.32,90,100,6.71,overcast clouds
278,Pisco,PE,-13.7,-76.2167,60.85,82,75,3.44,mist
279,Kahului,US,20.8947,-156.47,87.82,45,40,20.71,scattered clouds
280,Humberto De Campos,BR,-2.5983,-43.4611,75.31,90,27,4.74,scattered clouds
281,Mosetse,BW,-20.75,26.65,59.77,56,97,6.8,overcast clouds
282,Brooks,CA,50.5834,-111.8851,76.98,46,77,9.22,broken clouds
283,Makakilo City,US,21.3469,-158.0858,84.52,56,75,16.11,broken clouds
284,North Bend,US,43.4065,-124.2243,65.91,85,0,18.41,clear sky
285,Beringovskiy,RU,63.05,179.3167,45.37,87,100,4.79,light rain
286,Sarangani,PH,5.4033,125.4636,82.96,75,37,9.69,scattered clouds
287,Luderitz,NA,-26.6481,15.1594,57.29,67,44,14.7,scattered clouds
288,Pangnirtung,CA,66.1451,-65.7125,50.7,65,64,1.59,broken clouds
289,Rovaniemi,FI,66.5,25.7167,54.81,66,0,6.91,clear sky
290,Malanje,AO,-9.5402,16.341,64.8,50,100,2.37,overcast clouds
291,Lakes Entrance,AU,-37.8811,147.981,57.16,53,100,4.47,overcast clouds
292,Bonfim,BR,3.0833,-59.95,76.19,86,100,4.25,overcast clouds
